!,100v.5.8
!89,115v.23.5
!9,37r.10.5
!?s,1r.6.7
!A,37v.9.3
!Co,100v.3.5
!Cs,47v.5.2
!H,25v.7.5
!Kae,8v.2.1
!c89,41r.6.9
!c9,68v1.outer_ring.3
!cH9,46r.2.12
!cae,89v2.labels_top.5
!cam,21v.7.6
!cckC(,85r1.24.8
!ch9,29v.7.8
!coe 2c9,3r.11.4
!cohan,111v.1.6
!coy,rose.west_ring.6
!cs,72r3.5th_ring.19
!o,17v.20.5
!o,90r1.5.4
!o 9k,101v2-v1.4.22
!o8am,85r1.23.2
!oF9,86v3.center_1.3
!oe,1r.6.4
!oe,15v.8.6
!oe,22v.14.3
!oe,86v3.center_4.5
!oeom,52v.7.2
!oh1C9,1r.19.3
!ohaZ,66r.10.7
!oy,4r.8.1
!oy,18v.1.2
!oy h19,49r.1.8
!oy89,11v.1.3
!oy9,1r.1.6
#9,13r.5.2
#9,22v.1.7
#C h1c9,87r.3.6
#C9,82r.31.7
#Ch9,111r.2.2
#am,36r.1.6
#cW19,41r.3.7
#cam,30v.1.7
#ch 8an,81v.1.9
#coe,79r.31.3
#o,15v.7.3
#o,30r.6.2
#o,30v.1.4
#o89,22v.9.2
#o8ay9,1r.6.9
#oe,4r.8.3
#oe,8r.17.5
#oe,22r.7.2
#oe,47r.6.5
#op,24r.19.4
#oy,8r.8.7
#oy,29v.1.2
oh1oe,52r.3.3
oh1oe,52r.6.7
oh1oe,68r2.3.3
oh1oe,69r.radial_20.1
oh1oe,70r1.1st_ring.6
oh1oe,89v1.16.3
oh1oe,99r.7.8
oh1oe,101r1-r2.9.23
oh1oeh2,8v.8.1
oh1ohoe,49v.15.7
oh1oj,38v.1.1
oh1okds,70v1.outer_ring.12
oh1op,17r.3.8
oh1op,24v.2.10
oh1op,45v.9.7
oh1os ap,67v2.label_lower_right.1
oh1ox,32r.2.2
oh1oy,3v.2.3
oh1oy,7v.8.5
oh1oy,13r.7.8
oh1oy,14v.2.1
oh1oy,14v.5.3
oh1oy,18v.9.1
oh1oy,19v.11.3
oh1oy,20r.6.2
oh1oy,36v.7.3
oh1oy,37r.11.1
oh1oy,53v.4.4
oh1oy,68r2.labels_4.1
oh1oy,69r.4.4
oh1oy,71v.center_ring.2
oh1oy,86v3.west_6.7
oh1oy,115r.41.5
oh1oyom,13r.6.6
oh2,53r.5.1
oh28,85r1.2.8
oh28,89r2.labels_middle_2.6
oh289,111r.53.3
oh29,13v.4.5
oh29,14v.5.1
oh29,15r.10.3
oh29,17r.2.3
oh29,18v.2.5
oh29,23r.9.2
oh29,75v.label_text_1.1
oh29,86v3.center_7.8
oh29,rose.east_ring.12
oh29,95v1.1.5
oh29,106v.22.4
oh2ae,18r.9.3
oh2c79,113r.32.4
oh2c8,106r.1.8
oh2c8(,81v.10.6
oh2c9,38r.2.1
oh2c9,75v.25.1
oh2c9,79r.21.7
oh2c9,95v1.4.6
oh2c9,102r1.9.5
oh2c9,104r.32.3
oh2c9,111v.26.2
oh2cco89,67v1.center_10.1
oh2co,8r.9.6
oh2cs,27v.8.1
oh2o,27v.4.8
oh2o,28r.5.1
oh2o,93v.9.3
oh2o89,14v.8.3
oh2o8dÏ,7v.7.1
oh2oe,38r.1.5
oh2oe2oe,7v.6.5
oh2oy,22v.9.1
oh2oy,68r1.labels_7.2
oh59,95v1.2.1
oh5C9,104r.31.3
oh5c89,75r.16.7
oh7ay,rose.south_ring.1
oh89,103r.5.13
oh9,1r.22.3
oh9,3r.8.4
oh9,8v.13.3
oh9,9v.3.7
oh9,10r.2.8
oh9,11v.3.7
oh9,19v.9.2
oh9,21r.2.3
oh9,21v.5.8
oh9,22r.5.8
oh9,22r.11.4
oh9,22v.1.3
oh9,24r.2.5
oh9,24r.17.5
oh9,29r.2.4
oh9,31v.7.7
oh9,33v.2.4
oh9,33v.3.6
oh9,33v.7.6
oh9,34r.14.7
oh9,36v.13.1
oh9,37r.3.6
oh9,38r.1.3
oh9,38r.1.7
oh9,38v.4.7
oh9,39r.12.7
oh9,40r.3.7
oh9,40r.4.8
oh9,40r.7.3
oh9,40r.10.6
oh9,40v.17.8
oh9,42v.3.4
oh9,43v.2.8
oh9,43v.3.6
oh9,44r.2.4
oh9,45r.10.4
oh9,45v.10.3
oh9,50r.2.8
oh9,50v.2.7
oh9,50v.9.8
oh9,52r.3.6
oh9,52r.5.1
oh9,53v.12.3
oh9,54r.10.9
oh9,54v.3.3
oh9,55v.10.6
oh9,56v.9.5
oh9,58v.6.12
oh9,66r.20.3
oh9,68r1.moon.1
oh9,68r2.sun.4
oh9,68v3.outer_ring.1
oh9,69r.radial_18.3
oh9,70v2.2nd_ring.2
oh9,71r.outer_ring.4
oh9,72v3.4th_ring.4
oh9,73r.4th_ring.5
oh9,76r.38.11
oh9,76r.40.3
oh9,76r.40.6
oh9,78r.1.7
oh9,78r.27.9
oh9,79r.27.10
oh9,79v.12.8
oh9,80r.13.11
oh9,81r.2.8
oh9,81v.11.4
oh9,81v.25.10
oh9,82v.14.10
oh9,82v.27.6
oh9,86v6.29.4
oh9,86v6.32.4
oh9,86v5.4.2
oh9,86v5.36.8
oh9,rose.seast_center_11.1
oh9,87v.4.4
oh9,88r.2.11
oh9,89r2.3.12
oh9,93v.2.6
oh9,93v.3.4
oh9,94r.2.7
oh9,94v.11.10
oh9,95r1.2.11
oh9,99r.labels_top_1.3
oh9,99r.labels_middle_1.5
oh9,102r2.13.10
oh9,102r2.13.11
oh9,102v2.10.8
oh9,102v2.11.10
oh9,103r.24.12
oh9,103v.44.5
oh9,104r.3.10
oh9,106r.47.6
oh9,106v.46.8
oh9,107v.6.7
oh9,113v.28.10
oh9,114v.4.10
oh9,115r.44.13
oh9,115v.35.3
oh9,116r.2.10
oh979,72v1.4th_ring.3
oh979,rose.west_center.8
oh98,66r.8.9
oh98,72r2.2nd_ring.1
oh982o*,67v2.radial_east.1
oh989,70v2.2nd_ring.18
oh9C29,72v3.2nd_ring.9
oh9Csc,69r.2nd_ring.1
oh9eh9,81v.11.7
oh9ham,9v.11.3
oh9kam,16v.11.1
oh?,rose.east_ring.13
oh?,102v2.labels_top_1.7
ohA,rose.north_center.10
ohA8am,3r.12.1
ohAe,44v.11.1
ohAe,72v1.2nd_ring.1
ohAe,75v.30.1
ohAe,95r2.8.4
ohAe9,99v.13.6
ohAe98,88v.labels_top.1
ohAeay,67r2.2.9
ohAeay,71v.3rd_ring.5
ohAeo,99r.labels_top_2.1
ohAm,99v.12.6
ohAm,107r.9.1
ohAp,90r1.9.4
ohAy,33v.8.6
ohAy,48v.10.11
ohAy,68v2.outer_ring.6
ohAy,76v.1.2
ohAy,76v.4.5
ohAy,82r.label_bottom_1.1
ohAy,99r.labels_top_1.7
ohAya7o*,99r.labels_jars.1
ohAyam,99v.4.1
ohC,72r3.outer_ring.24
ohC(,69r.outside_ring.10
ohC(,104v.44.7
ohC( ehan,116r.9.5
ohC29,103v.16.3
ohC2s,70r1.1st_ring.13
ohC5c9,111r.46.6
ohC6(,111r.43.4
ohC7 9,105v.30.7
ohC7 ay,108r.19.2
ohC7(,76r.9.14
ohC79,34v.10.5
ohC79,43v.14.3
ohC79,46v.5.9
ohC79,50v.4.7
ohC79,73v.3rd_ring.17
ohC79,75r.center_text.2
ohC79,78r.9.2
ohC79,78r.21.6
ohC79,79v.13.7
ohC79,79v.23.7
ohC79,81v.5.5
ohC79,81v.10.4
ohC79,84r.31.6
ohC79,rose.nwest_ring.35
ohC79,rose.seast_center_7.1
ohC79,94r.5.8
ohC79,99v.9.8
ohC79,108v.8.2
ohC79,108v.8.6
ohC79,111r.25.3
ohC79,111r.43.1
ohC7ae,108v.47.6
ohC7ae9,72v3.3rd_ring.17
ohC81s9,46v.7.7
ohC89,26r.9.9
ohC89,27v.6.3
ohC89,31r.14.5
ohC89,43r.12.8
ohC89,75r.29.7
ohC89,75v.17.2
ohC89,76r.10.7
ohC89,76r.36.7
ohC89,76v.6.3
ohC89,76v.8.8
ohC89,78r.17.4
ohC89,78v.9.7
ohC89,81r.17.3
ohC89,81r.18.5
ohC89,82v.31.8
ohC89,84r.1.6
ohC89,84v.3.6
ohC89,84v.7.3
ohC89,84v.7.5
ohC89,84v.22.2
ohC89,94v.9.3
ohC89,103r.6.4
ohC89,103r.38.6
ohC89,103v.3.10
ohC89,105r.15.5
ohC89,106r.18.5
ohC89,106v.23.12
ohC89,107r.7.5
ohC89,108v.8.5
ohC89,108v.42.7
ohC89,111v.38.10
ohC89,112r.35.11
ohC89,112v.27.5
ohC89,113r.2.2
ohC89,114r.30.2
ohC89,114r.44.6
ohC89 e 89,83r.31.4
ohC8ae,104r.23.5
ohC8an,108r.42.8
ohC8ay,103v.39.6
ohC9,1r.22.2
ohC9,3r.14.3
ohC9,17v.20.2
ohC9,31v.2.6
ohC9,31v.11.5
ohC9,35v.16.2
ohC9,38v.4.1
ohC9,46r.13.3
ohC9,53v.2.1
ohC9,57v.outer_ring.37
ohC9,58v.35.5
ohC9,67r1.3rd_ring.25
ohC9,67r1.center.2
ohC9,68v3.outer_ring.46
ohC9,68v3.spiral_2.2
ohC9,68v2.4.1
ohC9,68v1.radial_6.1
ohC9,69r.radial_12.2
ohC9,69v.radial_3.1
ohC9,69v.radial_10.1
ohC9,70r1.1st_ring.29
ohC9,70r2.4.2
ohC9,71r.3rd_ring.21
ohC9,72r1.4th_ring.4
ohC9,72r2.2nd_ring.8
ohC9,72v3.3rd_ring.15
ohC9,72v2.outer_ring.26
ohC9,75r.1.2
ohC9,76v.36.5
ohC9,78v.11.4
ohC9,79r.44.3
ohC9,79v.37.5
ohC9,81r.5.3
ohC9,81v.9.5
ohC9,81v.24.4
ohC9,82v.14.5
ohC9,84r.17.2
ohC9,99r.6.9
ohC9,99r.8.2
ohC9,99r.15.5
ohC9,99r.16.2
ohC9,101r1-r2.4.19
ohC9,101r1-r2.4.20
ohC9,101r1-r2.8.21
ohC9,101v2-v1.5.5
ohC9,101v2-v1.5.24
ohC9,101v2-v1.7.12
ohC9,102r2.9.4
ohC9,102v2.14.3
ohC9,102v2.14.8
ohC9,102v1.10.8
ohC9,103r.9.4
ohC9,103r.13.4
ohC9,103r.16.6
ohC9,103r.32.1
ohC9,103r.38.10
ohC9,103v.13.7
ohC9,103v.31.1
ohC9,104v.44.8
ohC9,105v.33.8
ohC9,106r.12.1
ohC9,106v.43.2
ohC9,106v.43.4
ohC9,106v.45.2
ohC9,107r.9.5
ohC9,107r.44.2
ohC9,107v.15.3
ohC9,108r.11.4
ohC9,108r.27.5
ohC9,108r.37.3
ohC9,108r.42.1
ohC9,108r.45.4
ohC9,108v.7.6
ohC9,108v.12.11
ohC9,108v.13.8
ohC9,108v.16.1
ohC9,108v.18.1
ohC9,108v.23.2
ohC9,108v.25.2
ohC9,108v.46.4
ohC9,108v.50.10
ohC9,108v.51.3
ohC9,108v.51.7
ohC9,108v.51.10
ohC9,108v.52.10
ohC9,111r.2.7
ohC9,111r.20.10
ohC9,111r.22.11
ohC9,111r.38.4
ohC9,111r.45.7
ohC9,111r.50.1
ohC9,111v.9.8
ohC9,112r.6.3
ohC9,112r.9.3
ohC9,112r.37.5
ohC9,112r.45.7
ohC9,112v.3.7
ohC9,112v.4.6
ohC9,112v.16.2
ohC9,112v.36.2
ohC9,113r.7.5
ohC9,113r.50.2
ohC9,113v.15.2
ohC9,113v.40.8
ohC9,114v.27.3
ohC9,115r.34.3
ohC9,116r.2.4
ohC9,116r.12.9
ohC9,116r.17.4
ohC9,116r.17.6
ohC9,116r.36.4
ohC9,116r.47.8
ohC9 kan,107r.42.8
ohC9kcc89,105r.19.8
ohC9s,69v.radial_20.1
ohCA y,23v.3.6
ohCAy,108v.31.10
ohCae,70r2.outside_ring.11
ohCae,78r.32.7
ohCam,25v.2.6
ohCap,58v.17.10
ohCay,107r.43.1
ohCc9,84v.labels_top_2.2
ohCc9,106v.46.5
ohCc9,107r.15.9
ohCcA,89r2.9.12
ohCo,31v.2.3
ohCo,69r.radial_4.1
ohCo,87r.14.6
ohCo,102v2.16.9
ohCo,103r.47.2
ohCo,106v.44.6
ohCo,107v.41.4
ohCo,111r.29.6
ohCo,111v.6.1
ohCo,113r.6.13
ohCo,113v.30.5
ohCo 79,113r.41.9
ohCo 89,107v.32.3
ohCo 8ae,70v1.outer_ring.10
ohCo e h Co 8an,104r.30.1
ohCo ehcc9,111r.45.9
ohCo han,115v.14.1
ohCo79,73r.4th_ring.3
ohCo8,57v.3rd_ring.7
ohCo89,67r2.3.8
ohCo89,69v.outer_ring.14
ohCo89,72v3.3rd_ring.6
ohCo89,99v.5.2
ohCo89,103r.7.6
ohCo89,104r.13.9
ohCo89,105r.19.7
ohCo89,105v.36.3
ohCo8ae,68r1.labels_7.1
ohCo8am,90v1.9.5
ohCo9,102r1.2.2
ohCoe,17v.14.3
ohCoe,68r2.sun.8
ohCoe,72r3.outer_ring.6
ohCoe,72v3.2nd_ring.21
ohCoe,83r.35.3
ohCoe,99v.10.2
ohCoe,100r.9.9
ohCoe,101r1-r2.6.1
ohCoe,102v1.9.5
ohCoe h1C9,107v.45.7
ohCoe9,72v1.2nd_ring.14
ohCop,90v2.3.11
ohCop,108r.40.5
ohCos,68v1.2nd_ring.12
ohCos,69r.2nd_ring.8
ohCos,69v.outer_ring.11
ohCos,100r.labels_4.1
ohCoy,48v.3.9
ohCoy,82r.1.5
ohCoy,102v2.5.4
ohCoy,102v2.14.1
ohCoy,112r.33.5
ohCs,57v.outer_ring.6
ohCs,66r.20.8
ohCs,67r1.outer_ring.25
ohCs,70r2.outside_ring.16
ohCs,76r.11.3
ohCs,rose.neast_ring.27
ohCs,105r.2.10
ohCs9,95r2.7.7
ohCy,rose.north_ring.19
oha,3v.8.5
oha m,66v.10.5
oha y,104r.13.7
oha&,55r.11.6
oha*,34v.8.10
oha*,57r.6.2
oha*,104v.38.13
oha1c9,90r1.5.6
oha8,103r.2.14
ohaIu1o89,39v.3.4
ohaM,31r.11.8
ohaM,52v.13.2
ohaM,80r.40.5
ohaM,107r.22.2
ohaM,112r.39.6
ohaN,1r.4.9
ohaN,1r.10.5
ohaN,76v.27.9
ohaN,86v6.43.9
ohaN,103v.13.10
ohaN,111v.33.4
ohaT9,70v2.2nd_ring.21
ohaY,108v.8.8
ohaZ,9r.6.3
ohaZ,23r.4.2
ohaZ,58v.11.8
ohaZ,72r1.outer_ring.22
ohaZ,89v2.6.2
ohaZ 1c9,1r.17.3
ohae,1v.9.2
ohae,3v.4.5
ohae,13v.7.2
ohae,16r.10.5
ohae,17v.2.6
ohae,17v.3.3
ohae,18r.8.4
ohae,18r.13.5
ohae,23v.8.4
ohae,25r.6.1
ohae,31v.7.6
ohae,33r.5.8
ohae,33r.6.8
ohae,34v.11.6
ohae,39v.9.9
ohae,40r.1.5
ohae,40v.8.3
ohae,40v.18.4
ohae,41v.6.5
ohae,46r.14.5
ohae,47r.9.3
ohae,48v.9.3
ohae,50r.6.4
ohae,50v.3.9
ohae,50v.6.3
ohae,54v.8.4
ohae,54v.9.5
ohae,54v.13.2
ohae,55r.5.4
ohae,55r.10.2
ohae,55v.9.3
ohae,55v.11.6
ohae,57v.outer_ring.40
ohae,57v.outer_ring.41
ohae,58r.18.9
ohae,58r.31.3
ohae,58v.4.12
ohae,58v.5.7
ohae,58v.10.8
ohae,58v.13.6
ohae,58v.15.3
ohae,58v.15.9
ohae,58v.20.7
ohae,58v.26.6
ohae,58v.28.3
ohae,58v.31.4
ohae,58v.36.5
ohae,58v.38.6
ohae,66r.2.4
ohae,67r2.2nd_ring_4.10
ohae,67v1.outer_ring.3
ohae,69r.3.4
ohae,70r1.1st_ring.28
ohae,70r1.2nd_ring.17
ohae,71v.3rd_ring.25
ohae,71v.center_ring.10
ohae,72r2.2nd_ring.5
ohae,72r2.2nd_ring.7
ohae,72r2.3rd_ring.17
ohae,73v.top.1
ohae,73v.4th_ring.5
ohae,75r.34.3
ohae,75v.2.4
ohae,76r.10.4
ohae,76r.44.10
ohae,77v.7.4
ohae,78r.31.6
ohae,78v.5.9
ohae,78v.22.5
ohae,78v.30.7
ohae,80r.2.8
ohae,80v.21.3
ohae,80v.21.8
ohae,81r.25.6
ohae,81v.2.4
ohae,81v.13.9
ohae,82r.label_bottom_1.3
ohae,82r.6.6
ohae,82r.11.6
ohae,82v.12.9
ohae,84r.9.6
ohae,84r.12.5
ohae,84v.13.6
ohae,84v.23.4
ohae,85r1.15.4
ohae,86v6.14.5
ohae,86v5.24.4
ohae,rose.nwest_ring.19
ohae,rose.west_ring.30
ohae,rose.south_ring.32
ohae,rose.seast_ring.14
ohae,rose.north_ring.6
ohae,rose.north_ring.7
ohae,rose.center_ring_2.21
ohae,89v2.6.9
ohae,90r2.3.6
ohae,94r.2.5
ohae,94v.1.5
ohae,95r2.5.5
ohae,95v2.3.7
ohae,95v2.4.8
ohae,99v.18.8
ohae,101r1-r2.2.5
ohae,101r1-r2.9.14
ohae,103r.1.11
ohae,104r.3.11
ohae,104r.15.6
ohae,104r.37.9
ohae,105r.31.7
ohae,105r.33.6
ohae,105v.16.9
ohae,106r.29.4
ohae,106r.45.9
ohae,106v.21.5
ohae,106v.23.5
ohae,106v.26.4
ohae,106v.44.3
ohae,107r.26.7
ohae,107r.32.3
ohae,107r.33.11
ohae,107r.40.10
ohae,107v.11.2
ohae,107v.16.2
ohae,107v.16.4
ohae,107v.17.6
ohae,107v.21.10
ohae,108r.12.9
ohae,108r.24.8
ohae,108r.26.2
ohae,108v.5.3
ohae,108v.9.5
ohae,108v.26.12
ohae,111r.54.6
ohae,111v.22.10
ohae,112r.18.7
ohae,112r.40.2
ohae,112v.8.5
ohae,112v.44.6
ohae,113v.2.14
ohae,113v.14.10
ohae,113v.19.8
ohae,113v.33.5
ohae,113v.48.11
ohae,114v.15.3
ohae,114v.38.7
ohae,116r.20.9
ohae,116r.47.9
ohae 19,80v.25.6
ohae 1coe,72v2.3rd_ring.17
ohae 1oe79,89v1.16.6
ohae 9,84r.9.4
ohae am,111v.51.5
ohae o89,95v2.3.9
ohae oe,80r.21.5
ohae oe,rose.seast_ring.12
ohae s,79r.21.5
ohae179,113v.28.8
ohae19,58v.19.9
ohae19,82v.label_middle.1
ohae1ae,72r2.outer_ring.16
ohae1c*,39r.4.11
ohae1c79,66r.30.4
ohae1c79,113v.16.8
ohae279,46v.3.5
ohae5c9,72r1.outer_ring.30
ohae7*,57r.7.8
ohae79,43r.2.8
ohae79,72v3.2nd_ring.2
ohae79,75r.27.6
ohae79,89v1.12.4
ohae8,13v.8.6
ohae8,68r3.radial_5.5
ohae89,33r.2.4
ohae89,43v.2.9
ohae89,58v.10.9
ohae89,58v.28.5
ohae89,72r2.4th_ring.6
ohae8ae,70v2.4th_ring.7
ohae8ap,67v2.outer_ring_east_1.4
ohae9,33v.10.8
ohae9,34r.13.5
ohae9,41v.3.6
ohae9,58r.38.2
ohae9,58v.5.9
ohae9,58v.6.11
ohae9,70v2.2nd_ring.6
ohae9,72r2.2nd_ring.6
ohae9,72r2.2nd_ring.15
ohae9,72r2.3rd_ring.14
ohae9,72v1.3rd_ring.11
ohae9,78r.30.8
ohae9,80r.labels_top.3
ohae9,80r.21.6
ohae9,84v.labels_top_2.5
ohae9,103r.21.10
ohae9,106r.33.9
ohae9,114v.5.3
ohae9,116r.30.9
ohae9s,58r.12.7
ohaeAn,rose.east_center_1.2
ohaeaY,72r3.4th_ring.15
ohaeae,58r.14.8
ohaeae,58r.19.7
ohaeae,70v1.2nd_ring.1
ohaeae,72r1.3rd_ring.6
ohaeae,106r.36.7
ohaeae,113r.51.6
ohaeam,72r2.outer_ring.15
ohaeam,99v.10.7
ohaean,116r.22.7
ohaeap,108v.27.13
ohaeay,72r2.2nd_ring.4
ohaeay,rose.south_ring.33
ohaeay,rose.south_center.2
ohaeaz,72v1.4th_ring.9
ohaeo,77v.label_right.1
ohaeo,108r.18.9
ohaeo79,58r.28.9
ohaeo79,71r.3rd_ring.6
ohaeo89,68v3.spiral_2.5
ohaeoe,75r.30.10
ohaeoe,rose.nwest_ring.22
ohaeoy,78v.20.7
ohaeoy,103r.5.8
ohaep,rose.swest_ring.31
ohaes,58r.41.5
ohai,3v.3.7
ohai,82v.13.5
ohaie,83v.9.7
ohaie89,105v.5.6
ohaihae9,71v.outer_ring.37
ohaip,104r.7.11
ohais9,68r2.moon.5
ohaixa&9,82r.label_bottom_1.6
ohaiy,50v.8.2
ohaiy,55r.2.1
ohaiy,69v.outer_ring.7
ohaiy1ap,72r2.2nd_ring.12
ohai­,89v2.labels_top.2
ohaiäAe,24r.2.4
oham,1r.4.7
oham,4r.4.5
oham,15r.11.1
oham,15v.3.5
oham,16v.9.2
oham,16v.9.3
oham,17r.11.3
oham,17v.6.3
oham,21r.9.1
oham,23r.10.2
oham,23v.3.2
oham,24v.4.4
oham,29v.4.3
oham,29v.4.9
oham,29v.10.2
oham,33r.4.7
oham,33r.6.5
oham,33r.6.6
oham,33v.5.3
oham,34r.5.9
oham,34r.9.9
oham,36r.6.1
oham,36v.9.1
oham,37r.2.3
oham,38r.3.2
oham,39v.5.8
oham,39v.13.6
oham,39v.14.3
oham,40r.4.6
oham,40r.9.6
oham,40r.9.7
oham,40r.9.8
oham,40v.3.4
oham,40v.4.2
oham,40v.12.3
oham,40v.15.5
oham,43v.12.6
oham,44v.11.5
oham,45r.10.1
oham,45r.11.2
oham,46v.9.4
oham,47r.3.8
oham,50v.2.3
oham,50v.7.4
oham,50v.9.7
oham,54v.4.5
oham,55r.3.8
oham,55r.12.6
oham,55v.9.8
oham,55v.10.5
oham,58r.38.8
oham,66r.7.2
oham,68r1.4.2
oham,69r.2.3
oham,70r2.14.1
oham,71v.center_ring.1
oham,72r1.3rd_ring.15
oham,72r2.center_ring.4
oham,72r2.center_ring.13
oham,72r3.2nd_ring.14
oham,72v2.4th_ring.2
oham,75r.45.10
oham,75v.16.5
oham,76r.24.3
oham,76v.7.3
oham,76v.29.10
oham,76v.31.7
oham,77r.19.3
oham,77r.27.2
oham,77r.32.4
oham,77v.11.3
oham,78r.32.6
oham,79r.40.6
oham,79v.16.8
oham,79v.23.4
oham,79v.26.2
oham,80r.20.6
oham,80r.37.4
oham,80r.39.10
oham,80v.18.3
oham,80v.20.8
oham,81v.2.2
oham,81v.6.2
oham,82v.17.5
oham,83v.label_bottom_2.1
oham,83v.5.10
oham,83v.8.3
oham,83v.16.6
oham,83v.17.5
oham,84r.30.1
oham,84v.23.2
oham,84v.35.7
oham,85r1.13.4
oham,85r1.15.3
oham,85r1.21.5
oham,86v6.16.2
oham,86v6.16.10
oham,86v6.43.8
oham,86v5.21.4
oham,rose.center_ring_1.12
oham,88r.10.2
oham,88v.labels_middle.4
oham,89r1.labels_middle.5
oham,89v2.10.4
oham,89v1.12.8
oham,90r2.5.5
oham,94r.2.3
oham,94v.12.5
oham,95r1.10.3
oham,95v2.5.8
oham,95v1.13.3
oham,99v.10.5
oham,103r.19.1
oham,103r.28.4
oham,103r.30.4
oham,103r.31.5
oham,103r.31.10
oham,103v.7.7
oham,103v.33.5
oham,104r.37.1
oham,104v.34.4
oham,105r.21.10
oham,105v.11.4
oham,105v.18.3
oham,105v.22.5
oham,105v.24.2
oham,105v.34.6
oham,105v.37.10
oham,106r.5.4
oham,106r.28.1
oham,106r.29.9
oham,106r.35.1
oham,106r.40.10
oham,106v.35.10
oham,106v.41.7
oham,107r.7.3
oham,107r.11.10
oham,107r.11.12
oham,107r.21.4
oham,107r.31.4
oham,107r.34.7
oham,107v.6.2
oham,107v.6.9
oham,107v.17.5
oham,107v.18.4
oham,107v.19.7
oham,107v.20.5
oham,107v.26.7
oham,107v.30.3
oham,107v.32.4
oham,107v.37.8
oham,108r.11.7
oham,108r.12.8
oham,108r.28.5
oham,108v.25.4
oham,108v.27.10
oham,111v.13.2
oham,111v.13.7
oham,111v.17.3
oham,111v.23.7
oham,111v.35.2
oham,111v.36.2
oham,111v.43.6
oham,112r.29.6
oham,112r.31.4
oham,112v.5.8
oham,112v.9.4
oham,112v.39.3
oham,112v.46.10
oham,113r.9.6
oham,113r.29.6
oham,113r.31.2
oham,113r.32.6
oham,113r.32.9
oham,113r.41.3
oham,113r.51.5
oham,113v.9.3
oham,113v.19.4
oham,113v.22.1
oham,113v.22.2
oham,113v.22.6
oham,113v.22.8
oham,113v.29.5
oham,113v.29.8
oham,113v.31.6
oham,114r.12.4
oham,114r.26.7
oham,114r.31.4
oham,114v.31.6
oham,114v.39.7
oham,115r.32.3
oham,115v.10.4
oham 9,107v.39.9
oham s,6r.7.6
ohan,1r.12.7
ohan,9r.8.5
ohan,18r.4.5
ohan,28v.8.1
ohan,33r.7.7
ohan,33v.9.12
ohan,39v.3.3
ohan,48r.2.9
ohan,48v.2.8
ohan,50r.5.11
ohan,50v.2.10
ohan,50v.3.8
ohan,50v.8.9
ohan,55r.12.9
ohan,58v.19.1
ohan,67r2.2nd_ring_6.7
ohan,75v.12.7
ohan,75v.23.3
ohan,76r.2.6
ohan,76r.13.9
ohan,76r.20.8
ohan,76r.22.11
ohan,76r.36.4
ohan,76r.39.5
ohan,77v.labels_top_1.1
ohan,78r.14.3
ohan,78r.16.6
ohan,79r.24.7
ohan,79r.42.2
ohan,79r.42.6
ohan,79v.20.5
ohan,79v.27.3
ohan,79v.38.6
ohan,79v.40.3
ohan,79v.41.3
ohan,80r.7.10
ohan,80r.9.10
ohan,80r.15.4
ohan,80r.22.8
ohan,80r.23.6
ohan,80r.33.5
ohan,80r.35.1
ohan,80r.37.3
ohan,80v.18.6
ohan,80v.27.9
ohan,80v.30.6
ohan,80v.36.2
ohan,81r.7.2
ohan,81r.7.5
ohan,81r.23.2
ohan,81v.6.9
ohan,82r.18.1
ohan,82r.18.3
ohan,82v.labels_bottom_1.1
ohan,82v.17.6
ohan,82v.30.6
ohan,83r.35.4
ohan,84r.3.8
ohan,84r.16.9
ohan,84v.20.3
ohan,rose.north_ring.42
ohan,89r2.labels_bottom.1
ohan,95r2.3.9
ohan,95r2.4.5
ohan,95v2.6.7
ohan,95v1.1.6
ohan,95v1.3.5
ohan,103r.3.9
ohan,103r.11.5
ohan,103r.14.1
ohan,103r.18.3
ohan,103r.18.6
ohan,103r.22.2
ohan,103r.25.9
ohan,103v.9.4
ohan,103v.20.3
ohan,103v.20.6
ohan,103v.28.6
ohan,103v.30.2
ohan,104v.10.8
ohan,104v.34.6
ohan,104v.43.9
ohan,106r.16.3
ohan,106r.25.7
ohan,106r.29.6
ohan,106r.45.2
ohan,106r.47.3
ohan,106v.4.5
ohan,106v.17.3
ohan,106v.46.2
ohan,107r.47.1
ohan,107v.15.5
ohan,107v.27.2
ohan,107v.30.1
ohan,107v.33.6
ohan,107v.45.2
ohan,108r.15.10
ohan,108r.17.5
ohan,108r.23.3
ohan,108r.34.4
ohan,108v.2.5
ohan,108v.49.2
ohan,111r.9.8
ohan,111r.23.7
ohan,111v.22.7
ohan,111v.28.4
ohan,111v.32.9
ohan,111v.45.2
ohan,111v.50.3
ohan,111v.50.6
ohan,111v.51.4
ohan,112v.2.5
ohan,113r.31.7
ohan,113r.41.6
ohan,113v.23.4
ohan,113v.41.3
ohan,115v.17.1
ohan,116r.2.13
ohan,116r.12.6
ohan,116r.20.10
ohan,116r.21.8
ohan,116r.24.2
ohan,116r.34.5
ohan,116r.34.8
ohan,116r.38.7
ohan,116r.41.7
ohan9,80r.40.9
ohap,24v.3.4
ohap,31v.8.9
ohap,34v.10.12
ohap,39r.8.6
ohap,40r.3.10
ohap,40v.3.5
ohap,43v.4.10
ohap,48r.7.10
ohap,50r.2.12
ohap,51r.10.7
ohap,58v.24.10
ohap,58v.39.3
ohap,71v.outer_ring.22
ohap,72r2.4th_ring.4
